Date,Developer,Project,Total_Units,Sold_Units,Unsold_Units,Take_Up_Rate
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-1 TAMAN VISTA BELIMBING,131,131,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-10 IMPIANA @ LOT PT 6591 MUKIM PAYA RUMPUT,90,87,3,96.7
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-11 TAMAN PERLING IMPIAN,222,200,22,90.1
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-12 TAMAN PERLING IMPIAN,93,45,48,48.4
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-2 TAMAN BERTAM IMPIAN,147,147,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-3 TAMAN BERTAM IMPIAN,34,34,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-4 TAMAN VISTA BELIMBING,56,56,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-5 TAMAN VISTA BELIMBING,45,45,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-6 TAMAN VISTA BELIMBING,64,64,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-7 TAMAN VISTA BELIMBING,98,98,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-8 TAMAN VISTA BELIMBING,3,3,0,100
12/21/2025,FIXMAX ENTITY SDN. BHD,19373-9 TAMAN VISTA BELIMBING,77,76,1,98.7
12/21/2025,NKS,4818-20 TAMAN SERI SONGKET,207,207,0,100
12/21/2025,NKS,4818-22 TAMAN MERBOK,207,207,0,100
12/21/2025,NKS,4818-24 TAMAN DELIMA RAYA,207,207,0,100
12/21/2025,NKS,4818-25 TAMAN PULAU GADONG JAYA,207,207,0,100
12/21/2025,NKS,4818-26 TAMAN PULAU GADONG JAYA,207,207,0,100
12/21/2025,NKS,4818-27 TAMAN MERAK MAS,207,207,0,100
12/21/2025,NKS,4818-28 TAMAN VISTA BELIMBING,207,207,0,100
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-1 TAMAN GADEK INDAH,15,15,0,100
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-2 TAMAN SRI TANJUNG DAHAN,11,11,0,100
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-3 TAMAN MUHIBBAH,25,25,0,100
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-4 TAMAN BANDAR BARU SIMPANG EMPAT,23,23,0,100
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-5 TAMAN MUHIBBAH,30,29,1,96.7
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-6 TAMAN TANJONG MINYAK JAYA,91,66,25,72.5
12/21/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-7 RESIDENSI BACHANG,140,32,108,22.9
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-10 TAMAN KRUBONG UTAMA,96,96,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-11 TANJONG MINYAK JAYA,14,14,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-12 TAMAN TANJONG MINYAK JAYA,9,9,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-13 TAMAN SAUJANA INDAH,7,0,7,0
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-14 TAMAN TANJONG MINYAK JAYA,10,10,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-15 TAMAN TANJONG MINYAK JAYA,22,0,22,0
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-2 TAMAN SAUJANA INDAH,337,337,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-3 TAMAN SAUJANA INDAH,337,337,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-4 TAMAN SAUJANA INDAH,337,337,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-6 TAMAN SAUJANA INDAH,337,337,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-8 TAMAN SAUJANA INDAH,337,337,0,100
12/21/2025,SINMAH DEVELOPMENT SDN. BHD,6259-9 TAMAN KRUBONG UTAMA,337,337,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-1 TAMAN VISTA BELIMBING,131,21,110,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-10 IMPIANA @ LOT PT 6591 MUKIM PAYA RUMPUT,90,77,13,96.7
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-11 TAMAN PERLING IMPIAN,222,190,32,90.1
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-12 TAMAN PERLING IMPIAN,93,35,58,48.4
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-2 TAMAN BERTAM IMPIAN,147,137,10,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-3 TAMAN BERTAM IMPIAN,34,34,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-4 TAMAN VISTA BELIMBING,56,56,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-5 TAMAN VISTA BELIMBING,45,45,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-6 TAMAN VISTA BELIMBING,64,64,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-7 TAMAN VISTA BELIMBING,98,98,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-8 TAMAN VISTA BELIMBING,3,3,0,100
12/1/2025,FIXMAX ENTITY SDN. BHD,19373-9 TAMAN VISTA BELIMBING,77,76,1,98.7
12/1/2025,NKS,4818-20 TAMAN SERI SONGKET,207,207,0,100
12/1/2025,NKS,4818-22 TAMAN MERBOK,207,207,0,100
12/1/2025,NKS,4818-24 TAMAN DELIMA RAYA,207,207,0,100
12/1/2025,NKS,4818-25 TAMAN PULAU GADONG JAYA,207,207,0,100
12/1/2025,NKS,4818-26 TAMAN PULAU GADONG JAYA,207,207,0,100
12/1/2025,NKS,4818-27 TAMAN MERAK MAS,207,207,0,100
12/1/2025,NKS,4818-28 TAMAN VISTA BELIMBING,207,207,0,100
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-1 TAMAN GADEK INDAH,15,15,0,100
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-2 TAMAN SRI TANJUNG DAHAN,11,11,0,100
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-3 TAMAN MUHIBBAH,25,25,0,100
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-4 TAMAN BANDAR BARU SIMPANG EMPAT,23,23,0,100
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-5 TAMAN MUHIBBAH,30,29,1,96.7
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-6 TAMAN TANJONG MINYAK JAYA,91,66,25,72.5
12/1/2025,SERTA LEGA DEVELOPMENT SDN. BHD,19440-7 RESIDENSI BACHANG,140,32,108,22.9
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-10 TAMAN KRUBONG UTAMA,96,96,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-11 TANJONG MINYAK JAYA,14,14,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-12 TAMAN TANJONG MINYAK JAYA,9,9,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-13 TAMAN SAUJANA INDAH,7,0,7,0
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-14 TAMAN TANJONG MINYAK JAYA,10,10,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-15 TAMAN TANJONG MINYAK JAYA,22,0,22,0
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-2 TAMAN SAUJANA INDAH,337,337,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-3 TAMAN SAUJANA INDAH,337,337,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-4 TAMAN SAUJANA INDAH,337,337,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-6 TAMAN SAUJANA INDAH,337,337,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-8 TAMAN SAUJANA INDAH,337,337,0,100
12/1/2025,SINMAH DEVELOPMENT SDN. BHD,6259-9 TAMAN KRUBONG UTAMA,337,337,0,100
2025-12-20,ANJURAN LAGENDA SDN. BHD,30348-1 TAMAN PENGKALAN IMPIAN,170,170,0,100.0
2025-12-20,ANJURAN LAGENDA SDN. BHD,30348-2 TAMAN PENGKALAN IMPIAN,260,249,11,95.8
2025-12-20,ANJURAN LAGENDA SDN. BHD,30348-3 TAMAN PENGKALAN IMPIAN,201,199,2,99.0
2025-12-20,ANJURAN LAGENDA SDN. BHD,30348-4 TAMAN PENGKALAN IMPIAN,146,46,100,31.5
2025-12-20,ANJURAN LAGENDA SDN. BHD,30348-5 TAMAN PENGKALAN IMPIAN FASA 1C,196,122,74,62.2
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-1 TAMAN ANJUNG GAPAM,143,143,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-10 TAMAN SERAMBI GAPAM,145,97,48,66.9
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-2 TAMAN ANJUNG GAPAM,120,120,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-3 TAMAN ANJUNG GAPAM,73,73,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-4 BINTANG URUSJUTA (M) SDN BHD,117,117,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-5 TAMAN ANJUNG GAPAM,180,180,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-6 TAMAN ANJUNG GAPAM,75,74,1,98.7
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-7 TAMAN ANJUNG GAPAM,180,180,0,100.0
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-8 TAMAN ANJUNG GAPAM,123,58,65,47.2
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,14677-9 TAMAN SERAMBI GAPAM,77,71,6,92.2
2025-12-20,BINTANG URUSJUTA (M) SDN. BHD,31199-1 TAMAN BANDAR BAHARU KIJAL,39,31,8,79.5
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-1 COUNTRY VILLAS RESORT SDN BHD,199,199,0,100.0
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-2 PEBBLE BEACH,129,129,0,100.0
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-3 COUNTRY VILLAS RESORT,37,37,0,100.0
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-4 COUNTRY VILLAS RESORT,57,57,0,100.0
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-5 COUNTRY VILLAS RESORT,124,124,0,100.0
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-6 COUNTRY VILLAS RESORT,66,60,6,90.9
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-7 COUNTRY VILLAS RESORT,128,48,80,37.5
2025-12-20,COUNTRY VILLAS RESORT SDN. BHD,12308-8 COUNTRY VILLAS RESORT,64,13,51,20.3
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-1 TAMAN VISTA BELIMBING,131,131,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-10 IMPIANA @ LOT PT 6591 MUKIM PAYA RUMPUT,90,87,3,96.7
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-11 TAMAN PERLING IMPIAN,222,200,22,90.1
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-12 TAMAN PERLING IMPIAN,93,45,48,48.4
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-2 TAMAN BERTAM IMPIAN,147,147,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-3 TAMAN BERTAM IMPIAN,34,34,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-4 TAMAN VISTA BELIMBING,56,56,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-5 TAMAN VISTA BELIMBING,45,45,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-6 TAMAN VISTA BELIMBING,64,64,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-7 TAMAN VISTA BELIMBING,98,98,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-8 TAMAN VISTA BELIMBING,3,3,0,100.0
2025-12-21,FIXMAX ENTITY SDN. BHD,19373-9 TAMAN VISTA BELIMBING,77,76,1,98.7
2025-12-20,GJH,11080-1 TAMAN VISTA KIRANA,19,19,0,100.0
2025-12-20,GJH,11080-2 GJH PROPERTIES SDN BHD,19,19,0,100.0
2025-12-20,GJH,11080-3 TAMAN VISTA KIRANA,154,154,0,100.0
2025-12-20,GJH,11508-1 GJH AVENUE SDN BHD,154,154,0,100.0
2025-12-20,GJH,11508-2 TAMAN PAYA RUMPUT PERDANA FASA 2,154,154,0,100.0
2025-12-20,GJH,11508-3 TAMAN PAYA RUMPUT PERDANA (RUMAH BANDAR & KLUSTER),471,471,0,100.0
2025-12-20,GJH,9697-1 TAMAN DELIMA RAYA,44,44,0,100.0
2025-12-20,GJH,9697-2 GJH DEVELOPMENT SDN BHD,44,44,0,100.0
2025-12-20,GJH,9697-3 TAMAN KRUBONG PERDANA PHASE 2,44,44,0,100.0
2025-12-20,GJH,9697-5 GJH DEVELOPMENT SDN BHD,44,44,0,100.0
2025-12-20,GJH,9697-9 TAMAN PAYA RUMPUT ABADI,60,11,49,18.3
2025-12-20,KK FRONTIERS DEVELOPMENT SDN. BHD,30895-1 TAMAN CHENG SETIA,86,1,85,1.2
2025-12-15,MUTIARA LAFAZ SDN. BHD,30825-1 TAMAN TAMPOI DAMAI,27,0,27,0.0
2025-12-15,MUTIARA LAFAZ SDN. BHD,30825-2 TAMAN SELANDAR PERDANA,164,0,164,0.0
2025-12-21,NKS,4818-20 TAMAN SERI SONGKET,207,207,0,100.0
2025-12-21,NKS,4818-22 TAMAN MERBOK,207,207,0,100.0
2025-12-21,NKS,4818-24 TAMAN DELIMA RAYA,207,207,0,100.0
2025-12-21,NKS,4818-25 TAMAN PULAU GADONG JAYA,207,207,0,100.0
2025-12-21,NKS,4818-26 TAMAN PULAU GADONG JAYA,207,207,0,100.0
2025-12-21,NKS,4818-27 TAMAN MERAK MAS,207,207,0,100.0
2025-12-21,NKS,4818-28 TAMAN VISTA BELIMBING,207,207,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,12412-1 1 KRUBONG,941,941,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,12412-10 TAMAN MOLEK RESIDEN,126,94,32,74.6
2025-12-20,PADUWAN REALTY SDN. BHD,12412-11 TAMAN SATU KRUBONG PRESINT DESTAR,193,167,26,86.5
2025-12-20,PADUWAN REALTY SDN. BHD,"12412-2 TAMAN SATU KRUBONG, MELAKA",46,46,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,"12412-3 TAMAN SATU KRUBONG, MELAKA.",305,305,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,"12412-4 TAMAN SATU KRUBONG, MELAKA",378,378,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,"12412-5 TAMAN SATU KRUBONG, MELAKA",372,372,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,12412-6 TAMAN SATU KRUBONG,90,90,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,12412-7 TAMAN MOLEK RESIDEN,308,308,0,100.0
2025-12-20,PADUWAN REALTY SDN. BHD,12412-8 TAMAN MOLEK RESIDEN,298,271,27,90.9
2025-12-20,PADUWAN REALTY SDN. BHD,12412-9 TAMAN MOLEK RESIDEN,152,147,5,96.7
2025-12-15,PARKLAND,13759-11 PARKLAND CITY SDN BHD,71,71,0,100.0
2025-12-15,PARKLAND,"13759-12 TAMAN MERLIMAU EMAS, SEKSYEN 2",12,12,0,100.0
2025-12-15,PARKLAND,13759-15 TAMAN DESA SUNGAI RAMBAI,6,6,0,100.0
2025-12-15,PARKLAND,13759-17 TAMAN DESA SUNGAI RAMBAI,8,8,0,100.0
2025-12-15,PARKLAND,13759-18 TAMAN SUNGAI RAMBAI JAYA,30,29,1,96.7
2025-12-15,PARKLAND,13759-3 TAMAN MUHIBBAH FASA 8B,14,14,0,100.0
2025-12-15,PARKLAND,14355-1 PARKLAND RESIDENCE @ SUNGAI MELAKA,503,503,0,100.0
2025-12-15,PARKLAND,20165-1 BANDAR BOTANI PARKLAND PRESINT 1,302,301,1,99.7
2025-12-15,PARKLAND,20165-10 BANDAR BOTANI PARKLAND PRESINT 2,247,99,148,40.1
2025-12-15,PARKLAND,20165-11 BANDAR BOTANI PARKLAND PRESINT 3,502,209,293,41.6
